,distance,consume,speed,temp_inside,temp_outside,specials,gas_type,ac,rain,sun,refill_liters,refill_gas
352,16.3,4.0,35,22.0,23,unknown,SP98,0,0,0,38.0,unknown
353,16.0,3.7,44,22.0,16,unknown,SP98,0,0,0,38.0,unknown
354,18.3,4.3,46,22.0,23,unknown,SP98,0,0,0,38.0,unknown
355,4.5,5.2,23,22.0,23,sun,SP98,0,0,1,38.0,unknown
356,17.0,4.2,48,22.0,16,unknown,SP98,0,0,0,38.0,unknown
357,6.1,5.0,35,24.5,18,unknown,SP98,0,0,0,38.0,unknown
358,6.1,5.0,33,22.0,24,sun,SP98,0,0,1,38.0,unknown
359,17.3,4.2,36,22.0,22,unknown,SP98,0,0,0,38.0,unknown
360,6.0,4.8,27,22.0,17,unknown,SP98,0,0,0,38.0,unknown
361,16.0,4.1,45,22.0,15,unknown,SP98,0,0,0,38.0,unknown
362,15.4,4.9,55,22.0,18,unknown,SP98,0,0,0,38.0,unknown
363,15.4,4.3,39,22.0,23,unknown,SP98,0,0,0,38.0,unknown
364,16.0,3.9,35,22.0,18,unknown,SP98,0,0,0,38.0,unknown
365,15.4,4.5,52,22.0,26,unknown,SP98,0,0,0,38.0,unknown
366,16.6,4.1,48,25.5,30,ac sun,SP98,1,0,1,38.0,unknown
367,15.4,5.0,48,25.5,31,ac,SP98,1,0,0,38.0,unknown
368,16.0,4.0,43,22.0,21,ac,SP98,1,0,0,38.0,unknown
369,15.4,4.5,42,22.0,30,unknown,SP98,0,0,0,38.0,unknown
370,16.0,3.6,43,22.0,19,unknown,SP98,0,0,0,38.0,unknown
371,20.9,4.1,33,22.0,21,unknown,SP98,0,0,0,38.0,unknown
372,32.1,3.9,47,22.0,26,unknown,SP98,0,0,0,38.0,unknown
373,15.3,6.6,16,24.0,27,ac,SP98,1,0,0,38.0,unknown
374,28.5,4.0,44,25.0,23,ac,SP98,1,0,0,38.0,unknown
375,11.9,3.7,33,25.0,19,unknown,SP98,0,0,0,38.0,unknown
376,14.5,4.3,36,25.0,22,unknown,SP98,0,0,0,38.0,unknown
377,16.6,4.1,49,22.0,26,sun,SP98,0,0,1,38.0,unknown
378,16.2,4.4,39,24.5,17,ac,SP98,1,0,0,38.0,unknown
379,16.7,3.8,44,24.5,23,sun,SP98,0,0,1,38.0,unknown
380,8.3,5.0,52,24.5,27,unknown,SP98,0,0,0,38.0,unknown
381,5.5,3.7,33,24.5,28,sun,SP98,0,0,1,38.0,unknown
382,13.6,3.7,33,24.5,28,sun,SP98,0,0,1,38.0,unknown
383,16.0,3.7,39,24.5,18,unknown,SP98,0,0,0,38.0,unknown
384,16.1,4.3,38,25.0,31,ac,SP98,1,0,0,38.0,unknown
385,16.0,3.8,45,25.0,19,unknown,SP98,0,0,0,38.0,unknown
386,15.4,4.6,42,25.0,31,ac,SP98,1,0,0,38.0,unknown
387,14.7,5.0,25,25.0,30,ac,SP98,1,0,0,38.0,unknown
